id,text,exact_label,label,tokens,lemmas,upos
3862273,Hopeful sarcasm^,Acceptable speech,0,Hopeful sarcasm^,hopeful sarcasm,ADJ NOUN
3862285,"James- come and discuss this on my profile, everyone is welcome regardless of their political persuasion",Acceptable speech,0,"James - come and discuss this on my profile , everyone is welcome regardless of their political persuasion","James - come and discuss this on my profile , everyone be welcome regardless of they political persuasion",PROPN PUNCT VERB CCONJ VERB PRON ADP PRON NOUN PUNCT PRON AUX ADJ ADV ADP PRON ADJ NOUN
3862287,"'A border is an imaginary invisible line. At some point, someone sat down and said ""Whoah! Hold on, everyone! I just imagined an invisible something SO IMPORTANT that if you refuse to imagine the exact same thing, then we all get to kill you!""' - Dinosaur Comics",Acceptable speech,0,"'A border is an imaginary invisible line . At some point , someone sat down and said "" Whoah ! Hold on , everyone ! I just imagined an invisible something SO IMPORTANT that if you refuse to imagine the exact same thing , then we all get to kill you ! "" ' - Dinosaur Comics","'a border be a imaginary invisible line . at some point , someone sit down and say "" Whoah ! hold on , everyone ! I just imagine a invisible something so important that if you refuse to imagine the exact same thing , then we all get to kill you ! "" ' - Dinosaur comic",PRON NOUN AUX DET ADJ ADJ NOUN PUNCT ADP DET NOUN PUNCT PRON VERB ADV CCONJ VERB PUNCT INTJ PUNCT VERB ADP PUNCT PRON PUNCT PRON ADV VERB DET ADJ PRON ADV ADJ SCONJ SCONJ PRON VERB PART VERB DET ADV ADJ NOUN PUNCT ADV PRON DET VERB PART VERB PRON PUNCT PUNCT PUNCT PUNCT PROPN PROPN
3862300,What are the  statics of criminal offences committed by EU citizens since 2004,Acceptable speech,0,What are the statics of criminal offences committed by EU citizens since 2004,what be the static of criminal offence commit by EU citizen since 2004,PRON AUX DET NOUN ADP ADJ NOUN VERB ADP PROPN NOUN ADP NUM
3862325,How do you delete Woodrow Guthrie?,Acceptable speech,0,How do you delete Woodrow Guthrie ?,how do you delete Woodrow Guthrie ?,ADV AUX PRON VERB PROPN PROPN PUNCT
3862408,I wouldn't eat Polish food or marry a Polish girl if the future depended on it!!!!,Background offensive,1,I would n't eat Polish food or marry a Polish girl if the future depended on it !!!!,I would not eat polish food or marry a polish girl if the future depend on it !!!!,PRON AUX PART VERB ADJ NOUN CCONJ VERB DET ADJ NOUN SCONJ DET NOUN VERB ADP PRON PUNCT
3862459,I know a polish girl Lee. Has a degree in Archaeology from Cambridge and is now studying a PHD. She is clearly more intelligent than you...,Other offensive,1,I know a polish girl Lee . Has a degree in Archaeology from Cambridge and is now studying a PHD . She is clearly more intelligent than you ...,I know a polish girl Lee . have a degree in archaeology from Cambridge and be now study a PHD . she be clearly more intelligent than you ...,PRON VERB DET ADJ NOUN PROPN PUNCT VERB DET NOUN ADP NOUN ADP PROPN CCONJ AUX ADV VERB DET NOUN PUNCT PRON AUX ADV ADV ADJ ADP PRON PUNCT
3862488,"My girlfriend is an American IT programmer, speaks English, Welsh and Turkish and her parents served in the USAF in the US and Incirlik. I'm doing a postgrad law conversion next year. That girl is either North American or British of Polish descent, or is an Israeli citizen.",Acceptable speech,0,"My girlfriend is an American IT programmer , speaks English , Welsh and Turkish and her parents served in the USAF in the US and Incirlik . I 'm doing a postgrad law conversion next year . That girl is either North American or British of Polish descent , or is an Israeli citizen .","my girlfriend be a american it programmer , speak English , welsh and turkish and she parent serve in the USAF in the US and Incirlik . I be do a postgrad law conversion next year . that girl be either North american or british of polish descent , or be a israeli citizen .",PRON NOUN AUX DET ADJ NOUN NOUN PUNCT VERB PROPN PUNCT ADJ CCONJ ADJ CCONJ PRON NOUN VERB ADP DET PROPN ADP DET PROPN CCONJ PROPN PUNCT PRON AUX VERB DET NOUN NOUN NOUN ADJ NOUN PUNCT DET NOUN AUX CCONJ PROPN ADJ CCONJ ADJ ADP ADJ NOUN PUNCT CCONJ AUX DET ADJ NOUN PUNCT
3862647,@ Lee ... There is nothing wrong with Polish people.,Acceptable speech,0,@ Lee ... There is nothing wrong with Polish people .,@ Lee ... there be nothing wrong with polish people .,SYM PROPN PUNCT PRON VERB PRON ADJ ADP ADJ NOUN PUNCT
3862677,"Forget eastern European immigration, let's focus on African and Asian immigration!!!!",Acceptable speech,0,"Forget eastern European immigration , let 's focus on African and Asian immigration !!!!","forget eastern european immigration , let 's focus on african and asian immigration !!!!",VERB ADJ ADJ NOUN PUNCT VERB PRON VERB ADP ADJ CCONJ ADJ NOUN PUNCT
3862752,"you cannot deny the postive facts that immigrants has many prestigious contributions and services toward british community!-- doctors for instance, 50% of them according to NHS are from foreign countries and imagine if they all leave UK?!!, i believe a big crisis will happen in health services!...",Acceptable speech,0,"you can not deny the postive facts that immigrants has many prestigious contributions and services toward british community !-- doctors for instance , 50 % of them according to NHS are from foreign countries and imagine if they all leave UK ?!! , i believe a big crisis will happen in health services !...","you can not deny the postive fact that immigrant have many prestigious contribution and service toward british community !-- doctor for instance , 50 % of they accord to NHS be from foreign country and imagine if they all leave UK ?!! , i believe a big crisis will happen in health service !...",PRON AUX PART VERB DET ADJ NOUN PRON NOUN VERB ADJ ADJ NOUN CCONJ NOUN ADP ADJ NOUN PUNCT NOUN ADP NOUN PUNCT NUM SYM ADP PRON VERB ADP PROPN AUX ADP ADJ NOUN CCONJ VERB SCONJ PRON DET VERB PROPN PUNCT PUNCT PRON VERB DET ADJ NOUN AUX VERB ADP NOUN NOUN PUNCT
3862774,"I think you will find most Britons aren't opposed to anyone of any race, creed or colour coming here to work, study, and contribute. What people are opposed to is those whom come to simply claim benefits, or worse. It does happen, in a very large way, and it MUST STOP !",Background offensive,1,"I think you will find most Britons are n't opposed to anyone of any race , creed or colour coming here to work , study , and contribute . What people are opposed to is those whom come to simply claim benefits , or worse . It does happen , in a very large way , and it MUST STOP !","I think you will find most Britons be not oppose to anyone of any race , creed or colour come here to work , study , and contribute . what people be oppose to be those whom come to simply claim benefit , or worse . it do happen , in a very large way , and it must stop !",PRON VERB PRON AUX VERB ADJ PROPN AUX PART VERB ADP PRON ADP DET NOUN PUNCT NOUN CCONJ NOUN VERB ADV PART VERB PUNCT VERB PUNCT CCONJ VERB PUNCT DET NOUN AUX VERB PART AUX PRON PRON VERB PART ADV VERB NOUN PUNCT CCONJ ADJ PUNCT PRON AUX VERB PUNCT ADP DET ADV ADJ NOUN PUNCT CCONJ PRON AUX VERB PUNCT
3862801,The reasons why 50% of nurses and doctors are foreign is to deal with the influx of large amounts of immigration since 204 . If you removed 50% of those  immigrants and then reduced immigration to  pre 90s levels then those foreign doctors and nurses would become surplus to requirement,Acceptable speech,0,The reasons why 50 % of nurses and doctors are foreign is to deal with the influx of large amounts of immigration since 204 . If you removed 50 % of those immigrants and then reduced immigration to pre 90s levels then those foreign doctors and nurses would become surplus to requirement,the reason why 50 % of nurse and doctor be foreign be to deal with the influx of large amount of immigration since 204 . if you remove 50 % of those immigrant and then reduce immigration to pre 90 level then those foreign doctor and nurse would become surplus to requirement,DET NOUN ADV NUM SYM ADP NOUN CCONJ NOUN AUX ADJ VERB PART VERB ADP DET NOUN ADP ADJ NOUN ADP NOUN ADP NUM PUNCT SCONJ PRON VERB NUM SYM ADP DET NOUN CCONJ ADV VERB NOUN ADP ADJ NOUN NOUN ADV DET ADJ NOUN CCONJ NOUN AUX VERB NOUN ADP NOUN
3863948,"Training more British students into becoming doctors and nurses instead of driving them into debt is the way forward, instead of importing fakirs from Eastern Europe and the third world (and cannot speak English) on the cheap.",Background offensive,1,"Training more British students into becoming doctors and nurses instead of driving them into debt is the way forward , instead of importing fakirs from Eastern Europe and the third world ( and can not speak English ) on the cheap .","training more british student into become doctor and nurse instead of drive they into debt be the way forward , instead of import fakir from Eastern Europe and the third world ( and can not speak English ) on the cheap .",VERB ADV ADJ NOUN SCONJ VERB NOUN CCONJ NOUN ADV SCONJ VERB PRON ADP NOUN AUX DET NOUN ADV PUNCT ADV SCONJ VERB NOUN ADP PROPN PROPN CCONJ DET ADJ NOUN PUNCT CCONJ AUX PART VERB PROPN PUNCT ADP DET ADJ PUNCT
3864506,"but what about the british born citizens, we must be given top priority above other european immigrants,",Background offensive,1,"but what about the british born citizens , we must be given top priority above other european immigrants ,","but what about the british bear citizen , we must be give top priority above other european immigrant ,",CCONJ PRON ADP DET ADJ VERB NOUN PUNCT PRON AUX AUX VERB ADJ NOUN ADP ADJ ADJ NOUN PUNCT
3864510,"look at the flag,proud to be british",Acceptable speech,0,"look at the flag , proud to be british","look at the flag , proud to be british",VERB ADP DET NOUN PUNCT ADJ PART AUX ADJ
3867938,"@Parthiben Coopamah!,you are throwing false accusations, speaking without evidence and making generalizations which is not logical!, there might be some who do not speak english well, but generally those who came from third world; they should speak English well to practice medicine in UK, they have to get a required score(which is 7) in IELTS test to practice medicine in UK, which is a very difficult academic English test, and guess what?! i have seen many native English speakers(even University posgraduate students) they got low scores in that test! so it's a test more than English to assess their skills! Finally being born in Britian doesnot give you the credit that you are the smartest person in this world! who gets a job or training, or postgraduate studying or whatever  it's by competition!!!",Other offensive,1,"@Parthiben Coopamah ! , you are throwing false accusations , speaking without evidence and making generalizations which is not logical ! , there might be some who do not speak english well , but generally those who came from third world ; they should speak English well to practice medicine in UK , they have to get a required score ( which is 7 ) in IELTS test to practice medicine in UK , which is a very difficult academic English test , and guess what ?! i have seen many native English speakers ( even University posgraduate students ) they got low scores in that test ! so it 's a test more than English to assess their skills ! Finally being born in Britian does not give you the credit that you are the smartest person in this world ! who gets a job or training , or postgraduate studying or whatever it 's by competition !!!","@Parthiben Coopamah ! , you be throw false accusation , speak without evidence and make generalization which be not logical ! , there might be some who do not speak english well , but generally those who come from third world ; they should speak English well to practice medicine in UK , they have to get a require score ( which be 7 ) in ielt test to practice medicine in UK , which be a very difficult academic english test , and guess what ?! i have see many native English speaker ( even University posgraduate student ) they get low score in that test ! so it be a test more than English to assess they skill ! finally be bear in Britian do not give you the credit that you be the smartest person in this world ! who get a job or training , or postgraduate study or whatever it be by competition !!!",PROPN PROPN PUNCT PUNCT PRON AUX VERB ADJ NOUN PUNCT VERB ADP NOUN CCONJ VERB NOUN PRON AUX PART ADJ PUNCT PUNCT PRON AUX VERB DET PRON AUX PART VERB ADV ADV PUNCT CCONJ ADV PRON PRON VERB ADP ADJ NOUN PUNCT PRON AUX VERB PROPN ADV PART VERB NOUN ADP PROPN PUNCT PRON VERB PART VERB DET VERB NOUN PUNCT PRON AUX NUM PUNCT ADP NOUN NOUN PART VERB NOUN ADP PROPN PUNCT PRON AUX DET ADV ADJ ADJ ADJ NOUN PUNCT CCONJ VERB PRON PUNCT PRON AUX VERB ADJ ADJ PROPN NOUN PUNCT ADV PROPN PROPN NOUN PUNCT PRON VERB ADJ NOUN ADP DET NOUN PUNCT ADV PRON AUX DET NOUN ADJ ADP PROPN PART VERB PRON NOUN PUNCT ADV AUX VERB ADP PROPN AUX PART VERB PRON DET NOUN SCONJ PRON AUX DET ADJ NOUN ADP DET NOUN PUNCT PRON VERB DET NOUN CCONJ NOUN PUNCT CCONJ NOUN VERB CCONJ PRON PRON AUX ADP NOUN PUNCT
3874324,"i will get the training ,because i am british citizen by birth,london,uk,national health insurance number card,national insurance number card,i voted in england,i got priority over  eastern european immigrants,to conclude",Background offensive,1,"i will get the training , because i am british citizen by birth , london , uk , national health insurance number card , national insurance number card , i voted in england , i got priority over eastern european immigrants , to conclude","i will get the training , because i be british citizen by birth , london , uk , national health insurance number card , national insurance number card , i vote in england , i get priority over eastern european immigrant , to conclude",PRON AUX VERB DET NOUN PUNCT SCONJ PRON AUX ADJ NOUN ADP NOUN PUNCT PROPN PUNCT PROPN PUNCT ADJ NOUN NOUN NOUN NOUN PUNCT ADJ NOUN NOUN NOUN PUNCT PRON VERB ADP PROPN PUNCT PRON VERB NOUN ADP ADJ ADJ NOUN PUNCT PART VERB
3874330,"if you are not a british citizen,you wont share my views",Acceptable speech,0,"if you are not a british citizen , you wo nt share my views","if you be not a british citizen , you will not share my view",SCONJ PRON AUX PART DET ADJ NOUN PUNCT PRON AUX PART VERB PRON NOUN
4179603,Think you need to and start looking after your own.,Acceptable speech,0,Think you need to and start looking after your own .,think you need to and start look after you own .,VERB PRON VERB PART CCONJ VERB VERB ADP PRON ADJ PUNCT
4179628,"What are those EU invaders doing here in the first place, evading tax and sucking this country dry?",Background offensive,1,"What are those EU invaders doing here in the first place , evading tax and sucking this country dry ?","what be those EU invader do here in the first place , evade tax and sucking this country dry ?",PRON AUX DET PROPN NOUN VERB ADV ADP DET ADJ NOUN PUNCT VERB NOUN CCONJ VERB DET NOUN ADJ PUNCT
4179657,Britain does not need to be part of the EU communist police state.,Other offensive,1,Britain does not need to be part of the EU communist police state .,Britain do not need to be part of the EU communist police state .,PROPN AUX PART VERB PART AUX NOUN ADP DET PROPN ADJ NOUN NOUN PUNCT
4179669,"my view if you are not born here you have the right to nothing, if you want to live here or visit you shouldn't be allowed in unless you can prove you have health insurance enough cash to but a home outright and enough cash to sustain your lifestyle for at the very least 3 years. so that would mean any person coming here would know from the outset come here mould with us work hard become english, if not stay where you are.",Background offensive,1,"my view if you are not born here you have the right to nothing , if you want to live here or visit you should n't be allowed in unless you can prove you have health insurance enough cash to but a home outright and enough cash to sustain your lifestyle for at the very least 3 years . so that would mean any person coming here would know from the outset come here mould with us work hard become english , if not stay where you are .","my view if you be not bear here you have the right to nothing , if you want to live here or visit you should not be allow in unless you can prove you have health insurance enough cash to but a home outright and enough cash to sustain you lifestyle for at the very least 3 year . so that would mean any person come here would know from the outset come here mould with we work hard become english , if not stay where you be .",PRON NOUN SCONJ PRON AUX PART VERB ADV PRON VERB DET NOUN ADP PRON PUNCT SCONJ PRON VERB PART VERB ADV CCONJ VERB PRON AUX PART AUX VERB SCONJ SCONJ PRON AUX VERB PRON VERB NOUN NOUN ADJ NOUN ADP CCONJ DET NOUN ADJ CCONJ ADJ NOUN PART VERB PRON NOUN ADP ADP DET ADV ADV NUM NOUN PUNCT ADV PRON AUX VERB DET NOUN VERB ADV AUX VERB ADP DET NOUN VERB ADV NOUN ADP PRON VERB ADV VERB ADJ PUNCT SCONJ PART VERB ADV PRON AUX PUNCT
4179673,"Every country has done & will continue to do the same thing.  There will always be a group to blame everything on, as there's never been a shortage of scapegoats in history.  However, keep this in mind. In a not too distant future, you shall treated & judged as you have done to your fellow human beings.   ",Acceptable speech,0,"Every country has done & will continue to do the same thing . There will always be a group to blame everything on , as there 's never been a shortage of scapegoats in history . However , keep this in mind . In a not too distant future , you shall treated & judged as you have done to your fellow human beings .","every country have do & will continue to do the same thing . there will always be a group to blame everything on , as there be never be a shortage of scapegoat in history . however , keep this in mind . in a not too distant future , you shall treat & judge as you have do to you fellow human being .",DET NOUN AUX VERB CCONJ AUX VERB PART VERB DET ADJ NOUN PUNCT PRON AUX ADV VERB DET NOUN PART VERB PRON ADV PUNCT SCONJ PRON VERB ADV VERB DET NOUN ADP NOUN ADP NOUN PUNCT ADV PUNCT VERB PRON ADP NOUN PUNCT ADP DET ADV ADV ADJ NOUN PUNCT PRON AUX VERB CCONJ VERB SCONJ PRON AUX VERB ADP PRON ADJ ADJ NOUN PUNCT
4179809,Excuse me? ^ why should we pay to keep the world's work-shy? We are like a honey-pot to the lazy and attract parasites. ,Background offensive,1,Excuse me ? ^ why should we pay to keep the world 's work - shy ? We are like a honey - pot to the lazy and attract parasites .,Excuse I ? ^ why should we pay to keep the world 's work - shy ? we be like a honey - pot to the lazy and attract parasite .,VERB PRON PUNCT PUNCT ADV AUX PRON VERB PART VERB DET NOUN PART NOUN PUNCT ADJ PUNCT PRON AUX ADP DET NOUN PUNCT NOUN ADP DET ADJ CCONJ VERB NOUN PUNCT
4180560,"The sooner we are out of Europe the better, if the beaurocrats of Brussels are so concerned about paying benefits to all and sundry who have no intention of working for them, let them stay in brussels and be paid by the overpaid EU ministers. They will soon change their tune and mind their own business about what we do in the UK.",Other offensive,1,"The sooner we are out of Europe the better , if the beaurocrats of Brussels are so concerned about paying benefits to all and sundry who have no intention of working for them , let them stay in brussels and be paid by the overpaid EU ministers . They will soon change their tune and mind their own business about what we do in the UK .","the sooner we be out of Europe the better , if the beaurocrat of Brussels be so concerned about pay benefit to all and sundry who have no intention of work for they , let they stay in brussel and be pay by the overpaid EU minister . they will soon change they tune and mind they own business about what we do in the UK .",DET ADJ PRON AUX ADP ADP PROPN DET ADJ PUNCT SCONJ DET NOUN ADP PROPN AUX ADV ADJ SCONJ VERB NOUN ADP DET CCONJ NOUN PRON VERB DET NOUN SCONJ VERB ADP PRON PUNCT VERB PRON VERB ADP NOUN CCONJ AUX VERB ADP DET ADJ PROPN NOUN PUNCT PRON AUX ADV VERB PRON NOUN CCONJ VERB PRON ADJ NOUN SCONJ PRON PRON VERB ADP DET PROPN PUNCT
4181086,"It feels like we are being raped by europe. What else can they possibly take from us? I'd love to know how many other countries obey all their commands, because it seems to me like the UK is the soft touch who can be bullied into anything, so we are at the receiving end of all their nonsense!!!",Other offensive,1,"It feels like we are being raped by europe . What else can they possibly take from us ? I 'd love to know how many other countries obey all their commands , because it seems to me like the UK is the soft touch who can be bullied into anything , so we are at the receiving end of all their nonsense !!!","it feel like we be be rape by europe . what else can they possibly take from we ? I would love to know how many other country obey all they command , because it seem to I like the UK be the soft touch who can be bully into anything , so we be at the receive end of all they nonsense !!!",PRON VERB SCONJ PRON AUX AUX VERB ADP PROPN PUNCT DET ADJ AUX PRON ADV VERB ADP PRON PUNCT PRON AUX VERB PART VERB ADV ADJ ADJ NOUN VERB DET PRON NOUN PUNCT SCONJ PRON VERB ADP PRON SCONJ DET PROPN AUX DET ADJ NOUN PRON AUX AUX VERB ADP PRON PUNCT ADV PRON AUX ADP DET VERB NOUN ADP DET PRON NOUN PUNCT
4182105,"born in england,,proud to be british, we  come first,other people coming abroad must  get out",Background offensive,1,"born in england , , proud to be british , we come first , other people coming abroad must get out","bear in england , , proud to be british , we come first , other people come abroad must get out",VERB ADP PROPN PUNCT PUNCT ADJ PART AUX ADJ PUNCT PRON VERB ADV PUNCT ADJ NOUN VERB ADV AUX VERB ADV
965220,Dear God,Acceptable speech,0,Dear God,dear God,ADJ PROPN
965225,what if it was the Judges grandaughter ???? send the judge out of the country...please,Other offensive,1,what if it was the Judges grandaughter ???? send the judge out of the country ... please,what if it be the judge grandaughter ???? send the judge out of the country ... please,PRON SCONJ PRON AUX DET NOUN NOUN PUNCT VERB DET NOUN ADP ADP DET NOUN PUNCT INTJ
965231,utter madness !,Acceptable speech,0,utter madness !,utter madness !,ADJ NOUN PUNCT
965235,Oh for Gods sake what do they think they are doing. This Country has gone way too soft. Kick them out what other way is there to deal with them. ANIMALS,Background offensive,1,Oh for Gods sake what do they think they are doing . This Country has gone way too soft . Kick them out what other way is there to deal with them . ANIMALS,oh for Gods sake what do they think they be do . this country have go way too soft . Kick they out what other way be there to deal with they . animal,INTJ ADP PROPN VERB PRON AUX PRON VERB PRON AUX VERB PUNCT DET NOUN AUX VERB ADV ADV ADJ PUNCT VERB PRON ADP DET ADJ NOUN VERB ADV PART VERB ADP PRON PUNCT NOUN
965236,"The judge is a spineless tool, but the real responsibility lies with politicians who have sold their souls to allow such European laws to dominate the land- shame on anyone who votes con/labour/lib dem",Other offensive,1,"The judge is a spineless tool , but the real responsibility lies with politicians who have sold their souls to allow such European laws to dominate the land - shame on anyone who votes con / labour / lib dem","the judge be a spineless tool , but the real responsibility lie with politician who have sell they soul to allow such european law to dominate the land - shame on anyone who vote con / labour / lib dem",DET NOUN AUX DET ADJ NOUN PUNCT CCONJ DET ADJ NOUN VERB ADP NOUN PRON AUX VERB PRON NOUN PART VERB ADJ ADJ NOUN PART VERB DET NOUN PUNCT NOUN ADP PRON PRON VERB NOUN PUNCT NOUN PUNCT NOUN NOUN
965238,"Soft touch Britain strikes again, the price of a bullet prob better than letting them stay. They might get the message then.",Background violence,1,"Soft touch Britain strikes again , the price of a bullet prob better than letting them stay . They might get the message then .","Soft touch Britain strike again , the price of a bullet prob better than let they stay . they might get the message then .",ADJ NOUN PROPN VERB ADV PUNCT DET NOUN ADP DET NOUN ADV ADJ SCONJ VERB PRON VERB PUNCT PRON AUX VERB DET NOUN ADV PUNCT
965241,What the hell has that judge been takin?? This is a joke!!,Other offensive,1,What the hell has that judge been takin ?? This is a joke !!,what the hell have that judge be takin ?? this be a joke !!,PRON DET NOUN AUX DET NOUN AUX VERB PUNCT PRON AUX DET NOUN PUNCT
965246,wrong wrong wrong wrong wrong wrong.................judge needs assessing for suitability to make sensible decisions - a 12 year old girl now has a life sentence........ I am ASHAMED to be part of the same species!!!!!!!!!,Other offensive,1,wrong wrong wrong wrong wrong wrong ................. judge needs assessing for suitability to make sensible decisions - a 12 year old girl now has a life sentence ........ I am ASHAMED to be part of the same species !!!!!!!!!,wrong wrong wrong wrong wrong wrong ................. judge need assess for suitability to make sensible decision - a 12 year old girl now have a life sentence ........ I be ashamed to be part of the same species !!!!!!!!!,ADJ ADJ ADJ ADJ ADV ADJ PUNCT NOUN VERB VERB ADP NOUN PART VERB ADJ NOUN PUNCT DET NUM NOUN ADJ NOUN ADV VERB DET NOUN NOUN PUNCT PRON AUX ADJ PART AUX NOUN ADP DET ADJ NOUN PUNCT
965282,"It would ""breech his human rights"" - so change the law you morons!!",Other offensive,1,"It would "" breech his human rights "" - so change the law you morons !!","it would "" breech he human rights "" - so change the law you moron !!",PRON AUX PUNCT VERB PRON ADJ NOUN PUNCT PUNCT ADV VERB DET NOUN PRON NOUN PUNCT
965285,Absolutely ridiculous decision...sickening,Other offensive,1,Absolutely ridiculous decision ... sickening,absolutely ridiculous decision ... sicken,ADV ADJ NOUN PUNCT ADJ
965308,what about the child's human rights.. to feel & be safe in her own country blessa.. ,Acceptable speech,0,what about the child 's human rights .. to feel & be safe in her own country blessa ..,what about the child 's human rights .. to feel & be safe in she own country blessa ..,PRON ADP DET NOUN PART ADJ NOUN PUNCT PART VERB CCONJ AUX ADJ ADP PRON ADJ NOUN NOUN PUNCT
965318,Sorry but this judge needs stringing up from the nearest available lamppost,Other threat,1,Sorry but this judge needs stringing up from the nearest available lamppost,sorry but this judge need string up from the nearest available lamppost,ADJ CCONJ DET NOUN VERB VERB ADP ADP DET ADJ ADJ NOUN
965323,Absolutely disgusting.   ,Acceptable speech,0,Absolutely disgusting .,absolutely disgusting .,ADV ADJ PUNCT
965357,When will this country ever learn?   He should be sent back to his own country as soon as his sentence has been served!,Background offensive,1,When will this country ever learn ? He should be sent back to his own country as soon as his sentence has been served !,when will this country ever learn ? he should be send back to he own country as soon as he sentence have be serve !,ADV AUX DET NOUN ADV VERB PUNCT PRON AUX AUX VERB ADV ADP PRON ADJ NOUN ADV ADV SCONJ PRON NOUN AUX AUX VERB PUNCT
965385,The JUDGE needs to GO!,Other offensive,1,The JUDGE needs to GO !,the judge need to go !,DET NOUN VERB PART VERB PUNCT
965390,hang the judge after hanging the refugee,Background violence,1,hang the judge after hanging the refugee,hang the judge after hang the refugee,VERB DET NOUN SCONJ VERB DET NOUN
965407,The bloody UK Law stinks and so does theirt incorporate Human rights they agree to some cases do not deserve them and this is ONE FOR SURE,Other offensive,1,The bloody UK Law stinks and so does theirt incorporate Human rights they agree to some cases do not deserve them and this is ONE FOR SURE,the bloody UK Law stink and so do theirt incorporate human rights they agree to some case do not deserve they and this be one for sure,DET ADJ PROPN PROPN VERB CCONJ ADV AUX PART VERB ADJ NOUN PRON VERB ADP DET NOUN AUX PART VERB PRON CCONJ PRON AUX NUM ADP ADJ
965418,unbelievable!,Acceptable speech,0,unbelievable !,unbelievable !,ADJ PUNCT
